"","gene_name","antibody_name","RNASeq_name","RPPAFC","RNAFC","log2RPPAFC","log2RNAFC","max_log_FC","max_RPPAorRNA"
"32","CDKN2A","p14 Arf(BetA300-340A)_Caution","ENSG00000147889.12",0.54368332166352,0.403760041178902,-0.879161523,-1.308429956,-1.308429956,"RNA"
"33","CLDN7","Claudin-7","ENSG00000181885.14",1.4431866576874,0.548814608807138,0.529257906,-0.86560921,-0.86560921,"RNA"
"34","COL6A1","Collagen_VI","ENSG00000142156.10",0.7754802370155,0.742158501636304,-0.36683808,-0.430200761,-0.430200761,"RNA"
"35","DIABLO","Smac_Caution","ENSG00000184047.11",1.03691856880245,1.11015771716717,0.052302601,0.150764651,0.150764651,"RNA"
"36","DIRAS3","Di-Ras3_Caution","ENSG00000162595.4",1.09630074428951,1.2049835220713,0.132643622,0.269013418,0.269013418,"RNA"
"37","DVL3","Dvl3","ENSG00000161202.13",0.869207597572324,0.902838437288081,-0.20222731,-0.147460254,-0.20222731,"RPPA"
"38","EEF2","eEF2_Caution","ENSG00000167658.11",0.882806125408779,0.945975901598801,-0.179831455,-0.0801246629999994,-0.179831455,"RPPA"
"39","EEF2K","eEF2K","ENSG00000103319.7",1.07589702503088,1.20475426881557,0.105540003,0.268738913,0.268738913,"RNA"
"40","EIF4E","eIF4E","ENSG00000151247.8",1.02661369691858,1.07359606959913,0.037893414,0.102451295,0.102451295,"RNA"
"41","EIF4G1","eIF4G_Caution","ENSG00000114867.15",0.89515982974014,1.00135692708866,-0.159782798,0.00195630500000021,-0.159782798,"RPPA"
"42","ERCC1","ERCC1_Caution","ENSG00000012061.11",0.881648509959118,0.852731047218851,-0.181724489,-0.22983731,-0.22983731,"RNA"
"43","ERRFI1","MIG-6","ENSG00000116285.8",0.99891409567869,1.08409066075621,-0.00156748,0.116485412,0.116485412,"RNA"
"44","ETS1","ETS-1","ENSG00000134954.10",0.756228146525143,0.767101335976654,-0.403106548,-0.382510921,-0.403106548,"RPPA"
"45","FASN","FASN","ENSG00000169710.6",1.94370120359838,1.51523456442434,0.958806457,0.599541146,0.958806457,"RPPA"
"46","FN1","Fibronectin","ENSG00000115414.14",0.464795012163052,0.403505216823727,-1.105333508,-1.309340769,-1.309340769,"RNA"
"47","FOSL1","FRA1_Caution","ENSG00000175592.4",0.782209369364447,0.93892898418527,-0.354373278,-0.0909120510000001,-0.354373278,"RPPA"
"48","FOXM1","FoxM1","ENSG00000111206.8",0.914265263231419,0.951807821476648,-0.129315288,-0.0712577850000002,-0.129315288,"RPPA"
"49","G6PD","G6PD","ENSG00000160211.11",1.10642770254379,0.699271045834561,0.145909184,-0.516076325,-0.516076325,"RNA"
"50","GAB2","Gab2","ENSG00000033327.8",1.13527101206082,1.44171549663443,0.183036739,0.527786496,0.527786496,"RNA"
"51","GAPDH","GAPDH_Caution","ENSG00000111640.10",1.11645327825959,1.11195263500947,0.158922878,0.153095336,0.158922878,"RPPA"
"52","GATA3","GATA3","ENSG00000107485.11",2.97967051569817,1.62101859683332,1.57515281,0.696900642,1.57515281,"RPPA"
"53","HSPA1A","HSP70_Caution","ENSG00000204389.8",1.13571175375956,1.15527707595308,0.183596722,0.208238902,0.208238902,"RNA"
"54","IGFBP2","IGFBP2","ENSG00000115457.5",1.97795163684152,1.58478759102298,0.984007151,0.664289489,0.984007151,"RPPA"
"55","INPP4B","INPP4B","ENSG00000109452.8",1.36375470509046,1.44106367000087,0.447584174,0.527134079,0.527134079,"RNA"
"56","IRS1","IRS1","ENSG00000169047.5",1.10725827183678,1.19423950381395,0.146991775,0.256092197,0.256092197,"RNA"
"57","ITGA2","CD49b","ENSG00000164171.6",0.957276890530922,0.908691317402926,-0.062991813,-0.138137801,-0.138137801,"RNA"
"58","JAK2","JAK2","ENSG00000096968.8",0.886249372512676,0.985603816755689,-0.174215394,-0.0209202519999998,-0.174215394,"RPPA"
"59","KDR","VEGFR2","ENSG00000128052.8",1.18653631979207,1.13054956860085,0.246756262,0.177024248,0.246756262,"RPPA"
"60","KIT","c-Kit","ENSG00000157404.11",1.01334108988306,0.87347752167626,0.019119866,-0.195157518,-0.195157518,"RNA"
"61","LCK","Lck","ENSG00000182866.12",0.665842322690849,0.774165871469677,-0.58674752,-0.369285386,-0.58674752,"RPPA"
"62","MAPK9","JNK2_Caution","ENSG00000050748.13",0.884096216941971,0.765657521893101,-0.177724707,-0.385228875,-0.385228875,"RNA"
"63","MDM4","MDMX_MDM4(BetIHC-00108)_Caution","ENSG00000198625.8",1.11166824807342,1.19312730022709,0.152726313,0.254747979,0.254747979,"RNA"
"64","MRE11A","Mre11_Caution","ENSG00000020922.8",1.1216826509047,1.24956363875684,0.165664563,0.321424378000001,0.321424378000001,"RNA"
"65","MS4A1","CD20 _Caution","ENSG00000156738.13",1.05802266628442,1.18192117407914,0.081370535,0.241133821,0.241133821,"RNA"
"66","MSH2","MSH2","ENSG00000095002.8",0.944979179996424,0.972801160531322,-0.081645551,-0.0397831449999995,-0.081645551,"RPPA"
"67","MSH6","MSH6_Caution","ENSG00000116062.10",0.708859315491381,0.663887308818244,-0.496428765,-0.590989722,-0.590989722,"RNA"
"68","MYC","c-Myc_Caution","ENSG00000136997.10",1.1417296978091,1.45208726550174,0.191221136,0.538128157,0.538128157,"RNA"
"69","MYH11","MYH11","ENSG00000133392.12",0.80446456570892,0.848752702417821,-0.313899219,-0.236583832,-0.313899219,"RPPA"
"70","MYH9","Myosin IIa pS1943","ENSG00000100345.16",0.813830532971168,0.92242240078708,-0.297199687,-0.116500545999999,-0.297199687,"RPPA"
"71","NF2","NF2_Caution","ENSG00000186575.13",0.662207519484463,0.677911146267623,-0.594644702,-0.560831903,-0.594644702,"RPPA"
"72","NOTCH1","Notch1","ENSG00000148400.9",0.811266220030888,0.774777633217413,-0.301752677,-0.368145789000001,-0.368145789000001,"RNA"
"73","NRAS","N-Ras","ENSG00000213281.4",1.17302014510338,1.3058970772107,0.23022779,0.385041197,0.385041197,"RNA"
"74","NRG1","Heregulin","ENSG00000157168.14",1.15806820334022,1.31100510648503,0.211720222,0.390673305,0.390673305,"RNA"
"75","PARK7","DJ-1","ENSG00000116288.8",1.09535982038296,1.21474845791472,0.131404866,0.280657601,0.280657601,"RNA"
"76","PARP1","PARP_cleaved_Caution","ENSG00000143799.8",0.912226521546755,0.847736152739803,-0.13253598,-0.238312781,-0.238312781,"RNA"
"77","PCNA","PCNA_Caution","ENSG00000132646.6",0.740069429285928,0.721881225811728,-0.434267472,-0.470166611,-0.470166611,"RNA"
"78","PDCD4","PDCD4_Caution","ENSG00000150593.11",1.9124754282791,2.12887230944691,0.935441212,1.090089419,1.090089419,"RNA"
"79","PGR","PR","ENSG00000082175.10",1.16241189314218,1.23198863556029,0.217121369,0.300988948,0.300988948,"RNA"
"80","PIK3CA","PI3K-p110-alpha_Caution","ENSG00000121879.3",1.13899686883223,1.29968462903106,0.187763781,0.378161593,0.378161593,"RNA"
"81","PIK3R1","PI3K-p85","ENSG00000145675.10",0.937578243157106,0.957050288720479,-0.092989003,-0.0633333609999998,-0.092989003,"RPPA"
"82","PRDX1","PRDX1","ENSG00000117450.9",1.05690309323211,0.994253514631656,0.079843103,-0.00831433799999992,0.079843103,"RPPA"
"83","PREX1","PREX1","ENSG00000124126.9",3.00442960429226,2.69205924286519,1.587091119,1.428710159,1.587091119,"RPPA"
"84","PTEN","PTEN","ENSG00000171862.5",3.04400388262662,5.72007403917482,1.605970199,2.516033821,2.516033821,"RNA"
"85","PXN","Paxillin_Caution","ENSG00000089159.11",0.902285495301962,1.17610087137187,-0.148344101,0.234011802,0.234011802,"RNA"
"86","RAB25","Rab25","ENSG00000132698.9",1.30586354891033,0.779922749073238,0.385004156,-0.358596862000001,0.385004156,"RPPA"
"87","RAD50","Rad50","ENSG00000113522.9",0.994591657380302,1.14763079869286,-0.00782376499999998,0.198658591,0.198658591,"RNA"
"88","RAD51","RAD51","ENSG00000051180.12",0.966701249829398,0.974204671290934,-0.048857988,-0.0377031940000006,-0.048857988,"RPPA"
"89","RBM15","RBM15","ENSG00000162775.10",0.809545865469934,0.844588825783818,-0.304815275,-0.243678935,-0.304815275,"RPPA"
"90","RPS6KA3","RSK1-2-3_Caution","ENSG00000177189.8",0.723535661537802,0.63318528751943,-0.466863969,-0.659300361,-0.659300361,"RNA"
"91","RPTOR","Raptor","ENSG00000141564.9",1.0125154371658,1.10813366173151,0.017943904,0.148131908,0.148131908,"RNA"
"92","SCD","SCD1","ENSG00000099194.5",1.14698466191319,1.06975811200589,0.197846099,0.0972846189999999,0.197846099,"RPPA"
"93","SERPINE1","PAI-1","ENSG00000106366.7",1.06284349285963,1.10394081902744,0.087929171,0.142662833,0.142662833,"RNA"
"94","SETD2","SETD2_Caution","ENSG00000181555.15",0.977018602785406,1.05069171782785,-0.033542063,0.0713394320000003,0.0713394320000003,"RNA"
"95","SMAD1","Smad1","ENSG00000170365.5",1.12312070372292,1.17303321130115,0.167512985,0.23024386,0.23024386,"RNA"
"96","SMAD3","Smad3","ENSG00000166949.11",0.840249043878189,0.915846814547243,-0.251111099,-0.126821783,-0.251111099,"RPPA"
"97","SMAD4","Smad4","ENSG00000141646.9",1.11824848671724,1.2520752099322,0.161240806,0.324321225,0.324321225,"RNA"
"98","SNAI2","Snail_Caution","ENSG00000019549.4",0.750768677254333,0.648009098136174,-0.413559634,-0.625914026,-0.625914026,"RNA"
"99","SQSTM1","p62 Lck ligand_Caution","ENSG00000161011.15",0.976069964703319,1.03645827311373,-0.034943531,0.0516620359999997,0.0516620359999997,"RNA"
"100","SRSF1","SF2","ENSG00000136450.8",1.13803785312713,1.31484270697806,0.186548545,0.394890222,0.394890222,"RNA"
"101","STAT5A","STAT5-alpha","ENSG00000126561.12",0.800393508727115,0.823878904116371,-0.321218628,-0.279495793,-0.321218628,"RPPA"
"102","STMN1","Stathmin","ENSG00000117632.16",0.954597313918903,1.02038926339651,-0.067035818,0.0291196239999998,-0.067035818,"RPPA"
"103","SYK","Syk","ENSG00000165025.10",0.956722063764645,0.992419243372994,-0.063828225,-0.0109783849999996,-0.063828225,"RPPA"
"104","TFRC","TFRC","ENSG00000072274.8",0.652085842638619,0.611232626494803,-0.616866197,-0.710206541000001,-0.710206541000001,"RNA"
"105","TGM2","Transglutaminase","ENSG00000198959.7",0.9325702170385,0.987718924415803,-0.100715739,-0.0178275430000001,-0.100715739,"RPPA"
"106","TP53","p53_Caution","ENSG00000141510.11",0.724146890789842,0.607143966816152,-0.465645722,-0.719889444000001,-0.719889444000001,"RNA"
"107","TP53BP1","53BP1","ENSG00000067369.9",1.03105365352409,1.18321094999896,0.044119409,0.242707309,0.242707309,"RNA"
"108","TSC1","TSC1_Caution","ENSG00000165699.9",0.856543363869014,0.94654968695707,-0.223401808,-0.0792498560000006,-0.223401808,"RPPA"
"109","TTF1","TTF1","ENSG00000125482.8",0.745217179375765,0.736830626156846,-0.424267162,-0.440595067,-0.440595067,"RNA"
"110","TUBA1B","Acetyl-a-Tubulin (Lys40)_Caution","ENSG00000123416.11",1.05892011908768,1.10726929539289,0.082593762,0.147006138,0.147006138,"RNA"
"111","VAV1","VAV1_Caution","ENSG00000141968.3",1.11809308780331,1.03894963454347,0.161040306,0.0551257179999993,0.161040306,"RPPA"
"112","VDAC1","Porin","ENSG00000213585.6",1.04438018803685,1.33514583233526,0.062646995,0.41699733,0.41699733,"RNA"
"113","VHL","VHL_Caution","ENSG00000134086.7",1.75896746495611,0.839265125515447,0.814728798,-0.252801462,0.814728798,"RPPA"
"114","WWTR1","TAZ","ENSG00000018408.10",0.831405718428391,0.884609121171254,-0.266375424,-0.176887977,-0.266375424,"RPPA"
"115","XBP1","XBP1_Caution","ENSG00000100219.12",1.08040954300206,1.23980633000791,0.111578288,0.310114775,0.310114775,"RNA"
"116","XRCC1","XRCC1_Caution","ENSG00000073050.7",1.08276735976854,1.17691733329763,0.114723303,0.235012989,0.235012989,"RNA"
"117","XRCC5","Ku80_Caution","ENSG00000079246.11",0.967651786352479,1.17561814218518,-0.047440114,0.233419528,0.233419528,"RNA"
"118","YWHAB","14-3-3_beta","ENSG00000166913.8",1.02376219622474,1.07914829236871,0.033880639,0.109893128,0.109893128,"RNA"
"119","YWHAE","14-3-3_epsilon_Caution","ENSG00000108953.12",1.07595030084907,1.20139702545045,0.10561144,0.264712997,0.264712997,"RNA"
"120","YWHAZ","14-3-3_zeta","ENSG00000164924.13",0.906310943988944,0.861957152206172,-0.141921989,-0.21431194,-0.21431194,"RNA"
"121","ACACA","ACC1_Caution, ACC_pS79","ENSG00000132142.15",0.89282909824263,1.79778512717033,-0.163544048,0.846220599,0.846220599,"RNA"
"122","BRAF","B-Raf_Caution, B-Raf_pS445","ENSG00000157764.8",1.20268516755538,0.958187436851005,0.266259031,-0.0616201969999999,0.266259031,"RPPA"
"123","CDKN1B","p27, p27_pT157_Caution","ENSG00000111276.6",0.92430195136575,1.19108399223504,-0.113563866,0.252275152,0.252275152,"RNA"
"124","CHEK1","Chk1_Caution, Chk1_pS345_Caution","ENSG00000149554.8",1.04832458714031,1.07623908188636,0.06808548,0.105998602,0.105998602,"RNA"
"125","CHEK2","Chk2, Chk2_pT68_Caution","ENSG00000183765.16",1.0494783695294,0.924172815862391,0.069672432,-0.113765441,-0.113765441,"RNA"
"126","CTNNB1","beta-Catenin, beta-Catenin_pT41_S45","ENSG00000168036.12",2.31513767303633,0.417174318344939,1.211097988,-1.261277748,-1.261277748,"RNA"
"127","EGFR","EGFR, EGFR_pY1068_Caution","ENSG00000146648.11",1.73100569839344,0.595770137672911,0.791610474,-0.747172283,0.791610474,"RPPA"
"128","EIF4EBP1","4E-BP1, 4E-BP1_pS65","ENSG00000187840.4",0.795387655692484,1.31745619088324,-0.330269923,0.397754989,0.397754989,"RNA"
"129","ERBB2","HER2, HER2_pY1248_Caution","ENSG00000141736.9",0.834632609726435,0.550121050428571,-0.260786806,-0.862178986,-0.862178986,"RNA"
"130","ERBB3","HER3, HER3_pY1289_Caution","ENSG00000065361.10",0.820934203977653,1.15984638393608,-0.284661497,0.21393374,-0.284661497,"RPPA"
"131","ESR1","ER-alpha, ER-alpha_pS118","ENSG00000091831.17",0.354733704637518,3.10795253303261,-1.495191682,1.63596447,1.63596447,"RNA"
"132","FOXO3","FOXO3a_Caution, FOXO3a_pS318_S321_Caution","ENSG00000118689.10",0.85907874198772,1.16421873482264,-0.219137722,0.219362139,0.219362139,"RNA"
"133","GSK3B","GSK3-alpha-beta, GSK3-alpha-beta_pS21_S9","ENSG00000082701.10",0.92343640208098,1.17449313604644,-0.11491549,0.232038282,0.232038282,"RNA"
"134","MAP2K1","MEK1, MEK1_pS217_S221","ENSG00000169032.5",1.02630317776872,0.922536111596466,0.037456977,-0.116322709999999,-0.116322709999999,"RNA"
"135","MAPK14","p38_MAPK, p38_pT180_Y182","ENSG00000112062.6",0.929700931986245,0.889665504393374,-0.105161393,-0.16866508,-0.16866508,"RNA"
"136","MET","c-Met_Caution, c-Met_pY1235","ENSG00000105976.10",1.40552856075017,0.680185748216114,0.49111277,-0.555999317,-0.555999317,"RNA"
"137","MTOR","mTOR, mTOR_pS2448_Caution","ENSG00000198793.8",0.896546267261301,1.13569251437815,-0.157550058,0.183572282,0.183572282,"RNA"
"138","PDK1","PDK1, PDK1_pS241","ENSG00000152256.9",1.06452376009441,1.21772818142153,0.090208151,0.284192134,0.284192134,"RNA"
"139","PEA15","PEA15, PEA15_pS116","ENSG00000162734.8",0.716719977917207,0.936123033487616,-0.480518526,-0.0952299409999995,-0.480518526,"RPPA"
"140","PRKAA1","AMPK_alpha_Caution, AMPK_pT172","ENSG00000132356.7",1.00958339004748,1.10593354856817,0.01376008,0.145264702,0.145264702,"RNA"
"141","PRKCA","PKC-alpha, PKC-alpha_pS657_Caution","ENSG00000154229.7",1.00644024415641,0.719319267803384,0.009261517,-0.475295846,-0.475295846,"RNA"
"142","RB1","Rb_Caution, Rb_pS807_S811","ENSG00000139687.9",0.80740900033234,1.05614590378631,-0.308628426,0.0788091529999999,-0.308628426,"RPPA"
"143","RICTOR","Rictor_Caution, Rictor_pT1135","ENSG00000164327.8",1.04248850653185,1.0741108555845,0.060031478,0.103142897,0.103142897,"RNA"
"144","RPS6KA1","p90RSK_Caution, p90RSK_pT359_S363_Caution","ENSG00000117676.9",1.29603188781291,0.722360553138819,0.374101215,-0.469208983,-0.469208983,"RNA"
"145","RPS6KB1","p70S6K, p70S6K_pT389","ENSG00000108443.9",0.837326775758535,1.53716330280422,-0.256137335,0.620270440000001,0.620270440000001,"RNA"
"146","SRC","Src, Src_pY416_Caution","ENSG00000197122.7",0.82851089714424,1.15440628139118,-0.271407422,0.207151055,-0.271407422,"RPPA"
"147","STAT3","STAT3_Caution, STAT3_pY705","ENSG00000168610.10",0.872522385619556,0.76972495002892,-0.196735949,-0.377585083,-0.377585083,"RNA"
"148","TSC2","Tuberin, Tuberin_pT1462","ENSG00000103197.12",0.985696378820654,1.34757561726158,-0.020784769,0.43036623,0.43036623,"RNA"
"149","YAP1","YAP_Caution, YAP_pS127_Caution","ENSG00000137693.9",0.723564416569398,0.939578751242022,-0.466806634,-0.089914008,-0.466806634,"RPPA"
"150","YBX1","YB-1, YB-1_pS102","ENSG00000065978.13",0.951384848749556,1.00344868282568,-0.071899045,0.00496683800000053,-0.071899045,"RPPA"
