"","gene","ensembl","Antibody","max_FC_log2"
"24272","AC012456.2","ENSG00000230790.2",NA,-2.37851162325373
"24273","SMARCE1P5","ENSG00000230793.1",NA,0.329920885640893
"24274","HLA-K","ENSG00000230795.2",NA,-1.1005887783763
"24275","YY2","ENSG00000230797.2",NA,0.206170606453259
"24276","FOXD3-AS1","ENSG00000230798.1",NA,0.916230093978389
"24277","AC007279.1","ENSG00000230799.1",NA,0.174939904722209
"24278","AL160175.1","ENSG00000230801.1",NA,-0.22200713757374
"24279","C2orf27AP3","ENSG00000230804.2",NA,-0.626703514022233
"24281","SRGAP2-AS1","ENSG00000230806.1",NA,0.161463422694117
"24282","AC099535.1","ENSG00000230807.1",NA,-0.252465164123607
"24285","AL807757.1","ENSG00000230815.1",NA,-0.415037499278844
"24288","CBX1P1","ENSG00000230823.2",NA,-0.257163817709294
"24289","AC005532.1","ENSG00000230825.1",NA,-0.98564470702293
"24290","AL390774.2","ENSG00000230826.1",NA,1.51096191927738
"24291","AC025181.1","ENSG00000230829.3",NA,-1.34320475451778
"24292","AC241584.1","ENSG00000230832.3",NA,0.361187525334589
"24293","RPEP3","ENSG00000230833.1",NA,-0.408885272297249
"24294","AC068580.2","ENSG00000230834.1",NA,-2.52685954615759
"24295","AP001187.1","ENSG00000230835.1",NA,1.11042398969365
"24296","LINC01293","ENSG00000230836.1",NA,1.80715344240629
"24297","RPL31P2","ENSG00000230837.1",NA,0.701046019911263
"24300","RPL23AP15","ENSG00000230841.2",NA,-0.364411426208876
"24301","AL139824.1","ENSG00000230843.1",NA,-0.0931094043914813
"24302","ZNF674-AS1","ENSG00000230844.2",NA,-0.364790891893114
"24303","GSTA10P","ENSG00000230845.1",NA,-2.0703893278914
"24304","OCLNP1","ENSG00000230847.4",NA,0.0277590394459623
"24305","GOT2P2","ENSG00000230849.2",NA,0.756865151603911
"24309","AL137803.1","ENSG00000230863.2",NA,-0.612780444860918
"24311","TSEN15P1","ENSG00000230865.1",NA,0.321928094887363
"24312","AL157884.1","ENSG00000230867.1",NA,1
"24313","AGAP10P","ENSG00000230869.1",NA,0.199844514421973
"24314","FBXW11P1","ENSG00000230870.2",NA,-0.61829067678722
"24315","MFSD13B","ENSG00000230872.1",NA,-0.6109577092541
"24316","STMND1","ENSG00000230873.4",NA,4.89225524924012
"24317","LINC00486","ENSG00000230876.2",NA,0.384663850235325
"24319","AL445933.2","ENSG00000230881.1",NA,-1.31194400631474
"24320","AC005077.4","ENSG00000230882.1",NA,2.56810900395189
"24322","AL133284.1","ENSG00000230894.1",NA,3.78135971352466
"24323","AL604028.1","ENSG00000230896.1",NA,-0.243830194936642
"24324","RPS18P12","ENSG00000230897.1",NA,0.0985355383005384
"24325","AL596087.3","ENSG00000230898.1",NA,0.017073513358941
"24326","MAGEA8-AS1","ENSG00000230899.1",NA,4.30175021294973
"24327","FAM204CP","ENSG00000230902.1",NA,-1.55254102302878
"24329","AL391807.1","ENSG00000230910.2",NA,-3.97575245375332
"24330","PPIHP1","ENSG00000230911.1",NA,-0.567121187960969
"24331","AL021707.4","ENSG00000230912.1",NA,-0.725569321056062
"24332","NPM1P51","ENSG00000230913.1",NA,0.115477217419936
"24333","AC004840.1","ENSG00000230914.2",NA,0.689659879387849
"24334","MTCO1P53","ENSG00000230916.2",NA,-0.0957396604361529
"24335","DPP4-DT","ENSG00000230918.1",NA,-3.6959938131099
"24336","AL079301.1","ENSG00000230922.1",NA,2.03087931288397
"24338","TMBIM7P","ENSG00000230927.2",NA,-2.26303440583379
"24339","AL139241.1","ENSG00000230928.1",NA,1.18762700317577
"24340","AC099513.1","ENSG00000230929.4",NA,1.60705627157177
"24342","AC073347.1","ENSG00000230936.1",NA,0.0588936890535692
"24343","MIR205HG","ENSG00000230937.5",NA,-1.79615957128213
"24344","LINC02541","ENSG00000230943.1",NA,-2.845200985058
"24345","LINC01507","ENSG00000230945.1",NA,0.139724763666613
"24346","HNRNPA1P68","ENSG00000230946.3",NA,0.218617377645066
"24347","AP000356.1","ENSG00000230947.2",NA,2.07086633071964
"24348","AP001331.1","ENSG00000230948.1",NA,-0.297799823994471
"24350","GPS2P2","ENSG00000230951.1",NA,0.287162676726686
"24351","AC099344.1","ENSG00000230952.1",NA,-1.26303440583379
"24352","AC099677.1","ENSG00000230953.2",NA,0.237424481063558
"24353","AL929472.2","ENSG00000230955.1",NA,-0.334531032282408
"24354","CAPZA1P1","ENSG00000230956.2",NA,-0.00430013743362601
"24355","AC093166.2","ENSG00000230958.1",NA,-1.6256044852185
"24357","SNX18P13","ENSG00000230965.1",NA,3.07028459884044
"24358","AC084149.1","ENSG00000230968.1",NA,0.0588936890535683
"24359","HHATL-AS1","ENSG00000230970.2",NA,-1.52606881166759
"24360","AC005703.1","ENSG00000230971.1",NA,-0.84799690655495
"24362","LINC00160","ENSG00000230978.1",NA,2.72806919367781
"24363","AC079250.1","ENSG00000230979.3",NA,0.247398541628937
"24364","RPL36AP39","ENSG00000230980.1",NA,-1.51096191927738
"24365","DSTNP1","ENSG00000230982.1",NA,-0.915196246467467
"24366","AL359976.1","ENSG00000230987.2",NA,-2.26303440583379
"24367","RPL23AP11","ENSG00000230988.3",NA,-0.0441998039105354
"24368","HSBP1","ENSG00000230989.2",NA,0.289922015131759
"24370","FAM201B","ENSG00000230992.2",NA,-0.265090992127732
"24371","RPL12P15","ENSG00000230993.1",NA,-1.94892581540573
"24372","RAB42P1","ENSG00000230997.4",NA,1.60880924267552
"24373","MTND5P8","ENSG00000230999.1",NA,0.321928094887363
"24375","RPL7P32","ENSG00000231006.1",NA,0.844074487421921
"24376","CDC20P1","ENSG00000231007.4",NA,-0.141891777477761
"24377","AL121672.1","ENSG00000231010.1",NA,-1.04695575842955
"24378","AC013275.1","ENSG00000231013.1",NA,-1.70115551822568
"24380","LINC00326","ENSG00000231023.2",NA,1.09451759878429
"24381","AC092431.1","ENSG00000231024.1",NA,-0.263034405833793
"24383","LINC00271","ENSG00000231028.4",NA,-0.297297230350339
"24387","RPL7L1P9","ENSG00000231035.1",NA,-0.33293641906395
"24388","AL355303.1","ENSG00000231039.2",NA,-2.03170885972734
"24389","AC007238.1","ENSG00000231043.2",NA,-0.157965858614051
"24390","GCNT1P3","ENSG00000231047.1",NA,-1.20570123076784
"24391","OR52B5P","ENSG00000231049.1",NA,2.57346686188333
"24392","AL109917.1","ENSG00000231050.1",NA,0.017390136874069
"24394","AC093833.1","ENSG00000231054.1",NA,1.36289987594367
"24395","LINC02522","ENSG00000231056.1",NA,-2.48026512205446
"24396","AC096637.3","ENSG00000231057.3",NA,-1.04064198449735
"24397","AC103563.2","ENSG00000231062.1",NA,-3.80952275874031
"24398","RPL6P6","ENSG00000231063.1",NA,-0.742202242532353
"24399","AC234582.1","ENSG00000231064.1",NA,0.725263060720273
"24400","NPM1P9","ENSG00000231066.3",NA,-0.882883666659505
"24401","BX842568.3","ENSG00000231069.1",NA,1.95935801550265
"24403","GAPDHP64","ENSG00000231072.1",NA,-1
"24404","AL590133.1","ENSG00000231073.1",NA,-0.375509135092207
"24405","HCG18","ENSG00000231074.4",NA,-0.0302551048445352
"24406","KIF5C-AS1","ENSG00000231079.3",NA,-1.18057224564182
"24408","AL078587.1","ENSG00000231081.1",NA,-0.20163386116965
"24409","AC011747.1","ENSG00000231083.1",NA,-1.43295940727611
"24410","RPL22P24","ENSG00000231084.2",NA,0.0520683893174281
"24411","TSSK1A","ENSG00000231086.1",NA,-0.299330535056784
"24412","FDPSP7","ENSG00000231087.2",NA,0.179019012000792
"24413","MIR4422HG","ENSG00000231090.1",NA,0.584962500721156
"24415","AL391256.1","ENSG00000231093.1",NA,1.87446911791614
"24416","GYG1P3","ENSG00000231095.1",NA,-0.319617934200162
"24420","AL035588.1","ENSG00000231102.1",NA,0.921390165303634
"24422","AC022395.1","ENSG00000231104.4",NA,-0.492298075012343
"24423","ECE1-AS1","ENSG00000231105.1",NA,-1.48654044748095
"24424","LINC01436","ENSG00000231106.2",NA,-8.11149262684286
"24425","LINC01508","ENSG00000231107.1",NA,0.206395638832753
"24426","PRELID3BP11","ENSG00000231108.2",NA,1.54432051622381
"24428","AL035587.1","ENSG00000231113.2",NA,-0.675357520415602
"24430","AL031666.1","ENSG00000231119.2",NA,0.267707703889476
"24431","BTF3P10","ENSG00000231120.2",NA,0.936704600306098
"24432","FAM25E","ENSG00000231122.3",NA,-2.19592020997526
"24433","SPATA20P1","ENSG00000231123.1",NA,-0.415037499278845
"24435","AF129075.2","ENSG00000231125.2",NA,-0.538095895683182
"24436","AL137856.1","ENSG00000231128.1",NA,1.34182765232507
"24437","LNCAROD","ENSG00000231131.2",NA,-0.320767403205388
"24438","HAR1B","ENSG00000231133.2",NA,-1.68199608289102
"24439","TCF7L1-IT1","ENSG00000231134.1",NA,-2.36737106564853
"24440","AP000705.1","ENSG00000231136.1",NA,-3.91511110241349
"24443","ARHGAP42P2","ENSG00000231147.2",NA,5.10328780841202
"24444","HMGB1P7","ENSG00000231148.1",NA,-3.44452879598824
"24447","MORF4L2-AS1","ENSG00000231154.1",NA,-0.205877334553431
"24448","AC093702.1","ENSG00000231156.1",NA,-2.25238716163429
"24449","KLF3-AS1","ENSG00000231160.5",NA,-1.66791203889242
"24450","COX11P1","ENSG00000231162.3",NA,-0.357361788381947
"24451","RPL7P56","ENSG00000231164.1",NA,1.05889368905357
"24452","TRBV26OR9-2","ENSG00000231165.3",NA,-1.57178711197342
"24453","YBX1P2","ENSG00000231167.3",NA,-0.987399963220367
"24454","EEF1B2P1","ENSG00000231169.3",NA,0.182041919826434
"24455","AC002451.1","ENSG00000231170.1",NA,0.222392421336448
"24456","LINC01098","ENSG00000231171.3",NA,2.49185309632967
"24457","AC007099.1","ENSG00000231172.2",NA,-5.92599941855622
"24459","LINC00852","ENSG00000231177.4",NA,-0.545508692491275
"24460","AL954705.1","ENSG00000231181.1",NA,0.104898858318007
"24462","CCNQP3","ENSG00000231184.2",NA,-0.285898514185531
"24463","SPRY4-AS1","ENSG00000231185.2",NA,-0.579761780365368
"24464","AL356056.2","ENSG00000231187.2",NA,0.273476714004459
"24465","AL139819.1","ENSG00000231188.1",NA,0.736965594166207
"24466","AC013448.1","ENSG00000231189.1",NA,-0.748461233004036
"24467","AL157884.2","ENSG00000231193.1",NA,1.32192809488736
"24468","FARP1-AS1","ENSG00000231194.1",NA,-0.834289487134352
"24472","AF127577.2","ENSG00000231201.1",NA,1.11547721741994
"24474","KRT8P10","ENSG00000231203.1",NA,1.66791098773823
"24475","ZNF826P","ENSG00000231205.7",NA,-1.02158246844282
"24476","HNRNPA1P25","ENSG00000231206.2",NA,1.58496250072116
"24477","ZBTB46-AS1","ENSG00000231208.4",NA,3.48419952378624
"24479","AL590399.3","ENSG00000231212.1",NA,0.594300365300492
"24481","AC004674.1","ENSG00000231216.1",NA,-2.21056698593966
"24482","LINC01593","ENSG00000231221.1",NA,-2.10549312884731
"24484","TRIM31-AS1","ENSG00000231226.1",NA,1.01861009358822
"24485","AC006450.1","ENSG00000231227.1",NA,-0.45567948377619
"24486","ARPP19P1","ENSG00000231228.3",NA,0.267480310864986
"24488","CFAP58-DT","ENSG00000231233.1",NA,0.369572642807971
"24489","SKP1P1","ENSG00000231234.1",NA,0.29497353950522
"24490","AL139811.2","ENSG00000231235.1",NA,1.73696559416621
"24491","AP001605.1","ENSG00000231236.2",NA,6.36632221424582
"24493","KLF2P1","ENSG00000231240.1",NA,0.212951248027166
"24494","RPS3AP3","ENSG00000231241.1",NA,1.5703940278337
"24496","C1DP1","ENSG00000231245.2",NA,-0.515663326168417
"24497","ITPR1-DT","ENSG00000231249.1",NA,0.337829091404857
"24498","PCED1CP","ENSG00000231254.2",NA,0.399930606888636
"24499","AC005009.1","ENSG00000231255.1",NA,-0.964693131264048
"24500","CFAP97D1","ENSG00000231256.3",NA,-0.822461814447813
"24501","ANAPC1P2","ENSG00000231259.3",NA,-0.303424399449696
"24503","TRERNA1","ENSG00000231265.1",NA,-3.58496250072116
"24505","AL772284.1","ENSG00000231270.1",NA,-1.75543078781888
"24508","SBK3","ENSG00000231274.4",NA,0.894048993854723
"24511","APCDD1L-DT","ENSG00000231290.1",NA,-3.79061468441898
"24513","IGKV1OR2-108","ENSG00000231292.5",NA,-2.02336399306551
"24514","AL050341.1","ENSG00000231296.1",NA,0.62148837674627
"24515","AL627443.1","ENSG00000231297.2",NA,0.459431618637296
"24516","MANCR","ENSG00000231298.2",NA,-4.2706076255386
"24517","EZH2P1","ENSG00000231300.1",NA,-0.787585389859128
"24518","RPL13AP","ENSG00000231301.1",NA,-1.26303440583379
"24519","RPL36P2","ENSG00000231302.1",NA,2.21935836124681
"24520","AC112484.1","ENSG00000231305.3",NA,0.0865772477392828
"24521","RPS3P2","ENSG00000231307.1",NA,1.47092243846007
"24522","TBL1XR1-AS1","ENSG00000231310.2",NA,-0.870716983055034
"24523","MAP4K3-DT","ENSG00000231312.2",NA,-0.296830958583838
"24524","CLIC1P1","ENSG00000231313.2",NA,-0.173169997279216
"24526","AC091812.1","ENSG00000231317.1",NA,-3.96347412397489
"24527","RPL13AP17","ENSG00000231322.1",NA,2.98489310760979
"24528","AP000696.1","ENSG00000231324.1",NA,-1.19201494251378
"24529","LINC01816","ENSG00000231327.1",NA,0.0167340157598013
"24530","AL031772.1","ENSG00000231329.3",NA,0.236680808268852
"24532","RPL34P6","ENSG00000231333.2",NA,0.075617046644695
"24534","AC017006.1","ENSG00000231336.1",NA,-1.08469716457528
"24535","ACTG1P10","ENSG00000231340.1",NA,0.263132385054918
"24536","VDAC1P6","ENSG00000231341.1",NA,-0.134204425488841
"24537","AL020997.1","ENSG00000231344.1",NA,-0.934197941604254
"24538","BEND3P1","ENSG00000231345.3",NA,0.992222649408281
"24539","LINC01160","ENSG00000231346.1",NA,0.371476063449542
"24541","WBP1P1","ENSG00000231351.2",NA,1.04557933577269
"24542","AP000302.1","ENSG00000231355.1",NA,0.233391420285704
"24543","AC006028.1","ENSG00000231357.1",NA,1.2528577020635
"24544","AL355516.1","ENSG00000231358.2",NA,1.73696559416621
"24545","AC072052.1","ENSG00000231359.3",NA,1.57406785961786
"24546","WARS2-AS1","ENSG00000231365.1",NA,-0.329179215376674
"24547","LINC02613","ENSG00000231367.1",NA,1.48358853593555
"24548","Z97353.1","ENSG00000231369.1",NA,0.560935230074707
"24549","GNA14-AS1","ENSG00000231373.1",NA,-1.26303440583379
"24552","RNF2P1","ENSG00000231381.2",NA,-0.535493824456856
"24555","AC007919.2","ENSG00000231384.1",NA,-0.0406419844973458
"24556","AC007395.1","ENSG00000231386.1",NA,-2.21723071622067
"24558","HLA-DPA1","ENSG00000231389.3",NA,-0.683835175641167
"24559","SNX18P8","ENSG00000231390.1",NA,-3.58496250072116
"24561","AL357874.2","ENSG00000231393.1",NA,-0.738825936191734
"24563","ARL4AP4","ENSG00000231395.1",NA,-0.419153607751076
"24564","AC004941.2","ENSG00000231397.1",NA,-1.77441577417384
"24566","AC023481.1","ENSG00000231401.1",NA,1.25153876699596
"24567","WASF5P","ENSG00000231402.1",NA,0.596196000509728
"24571","GORAB-AS1","ENSG00000231407.1",NA,-0.898410667681111
"24572","AC018868.1","ENSG00000231409.3",NA,0.565026499082674
"24574","AC005392.2","ENSG00000231412.2",NA,-4.66902676550963
"24575","AC016700.1","ENSG00000231414.1",NA,1.52563249531903
"24576","AL358472.1","ENSG00000231416.1",NA,0.225638080840102
"24578","LINC00689","ENSG00000231419.2",NA,0.792316827167392
"24581","LINC01516","ENSG00000231422.2",NA,0.959358015502654
"24582","BX284613.2","ENSG00000231424.2",NA,-2.80145432061792
"24583","FILNC1","ENSG00000231426.1",NA,4.41096164401293
"24585","FAR2P4","ENSG00000231431.3",NA,-1.75018488319818
"24586","AL365440.1","ENSG00000231434.1",NA,0.390640844971377
"24587","LINC01750","ENSG00000231437.3",NA,4.50514991894313
"24588","WASIR2","ENSG00000231439.3",NA,0.978379957896246
"24589","DST-AS1","ENSG00000231441.1",NA,-0.616671360448494
"24590","LARP1BP1","ENSG00000231442.3",NA,-1.84799690655495
"24591","AC124944.1","ENSG00000231443.2",NA,0.188954229617941
"24592","TIMM8AP1","ENSG00000231445.1",NA,0.0242475462466767
"24593","AC244102.1","ENSG00000231447.1",NA,0.380821783940931
"24594","AC097359.1","ENSG00000231449.1",NA,1.12928301694497
"24595","LINC01305","ENSG00000231453.1",NA,-6.06004738366994
"24596","RNASEH1P2","ENSG00000231458.2",NA,-0.567615257157259
"24597","AL365204.1","ENSG00000231460.2",NA,-1.26303440583379
"24598","AC024937.2","ENSG00000231464.1",NA,-0.053938807110804
"24600","AL022324.2","ENSG00000231466.2",NA,0.100428154272781
"24601","AL022314.1","ENSG00000231467.2",NA,1.29496104728709
"24602","PRDX3P2","ENSG00000231468.2",NA,-0.692978111942851
"24603","HMGB3P2","ENSG00000231470.1",NA,-0.77118130950412
"24605","RB1-DT","ENSG00000231473.2",NA,-0.958444587572934
"24610","AC105450.1","ENSG00000231482.2",NA,3.77839273038971
"24611","LINC02678","ENSG00000231483.1",NA,-0.515800476213761
"24612","RPL7L1P2","ENSG00000231490.1",NA,1.94641895979516
"24613","AC104634.1","ENSG00000231494.1",NA,0.491853096329675
"24614","RPS18","ENSG00000231500.2",NA,0.00801738052146383
"24615","PTMAP4","ENSG00000231503.3",NA,-0.115376782664708
"24616","NMD3P2","ENSG00000231504.1",NA,0.651235720140321
"24617","LINC01353","ENSG00000231507.1",NA,-1.56093927151464
"24618","RPL34P20","ENSG00000231508.1",NA,2.24967200584585
"24619","AL162253.1","ENSG00000231509.1",NA,-4.43295940727611
"24620","SEPTIN14P21","ENSG00000231512.1",NA,-1.75488750216347
"24621","E2F6P4","ENSG00000231513.3",NA,-4.0703893278914
"24622","CCNQP2","ENSG00000231514.1",NA,-1.14755718841386
"24625","AC007285.2","ENSG00000231519.1",NA,3.00867433356583
"24626","AL162385.2","ENSG00000231521.1",NA,-2.52606881166759
"24627","FAM27C","ENSG00000231527.1",NA,-1.64694938761686
"24628","FAM225A","ENSG00000231528.2",NA,-0.779432620071879
"24629","AL157932.1","ENSG00000231530.1",NA,0.772589503896927
"24630","HINT1P1","ENSG00000231531.4",NA,-0.38388880070818
"24631","LINC01249","ENSG00000231532.1",NA,1.61832109766759
"24632","AL391840.1","ENSG00000231533.1",NA,1.76772784793689
"24634","AC226101.1","ENSG00000231536.1",NA,-1.49333202525559
"24635","MTCO3P10","ENSG00000231537.1",NA,-0.263034405833794
"24636","TAB3-AS1","ENSG00000231542.1",NA,-1.31322016300201
"24637","RSL24D1P11","ENSG00000231544.2",NA,-1.2177104153243
"24638","RPL3P5","ENSG00000231546.1",NA,-2.08246216019197
"24639","OR55B1P","ENSG00000231548.1",NA,-0.301508553648429
"24640","ATP5MDP1","ENSG00000231549.1",NA,0.161172651206093
"24641","PTCHD3P2","ENSG00000231550.1",NA,-2.90143616551641
"24642","AC245100.4","ENSG00000231551.2",NA,-1.21964181032041
"24643","IGBP1P3","ENSG00000231552.1",NA,1.93859945533586
"24644","RSL24D1P3","ENSG00000231556.1",NA,-2.09744834011582
"24645","CLEC12A-AS1","ENSG00000231560.1",NA,-1.66513284940514
"24647","AL512593.1","ENSG00000231562.1",NA,1.59494658929378
"24650","NEK2P2","ENSG00000231565.1",NA,1.14635653030391
"24651","LINC02595","ENSG00000231566.1",NA,-3.97899639608894
"24652","LINC02015","ENSG00000231574.1",NA,-1.89471110111523
"24653","AL139118.1","ENSG00000231575.1",NA,-0.546827371834386
"24654","RPL7P21","ENSG00000231579.3",NA,-0.347375320088501
"24655","FAHD2CP","ENSG00000231584.4",NA,1.0207585601668
"24656","SHQ1P1","ENSG00000231588.1",NA,-0.0306716957424178
"24660","AL133232.1","ENSG00000231604.2",NA,-0.222770535620067
"24661","LINC01363","ENSG00000231605.1",NA,-1.51557643784995
"24662","DLEU2","ENSG00000231607.4",NA,-0.538403261465214
"24663","AC007098.1","ENSG00000231609.1",NA,-1.00603796870199
"24664","AC104462.1","ENSG00000231612.1",NA,-0.443606651475615
"24665","AC099568.1","ENSG00000231613.1",NA,-1.9792414398332
"24666","AL645568.2","ENSG00000231615.2",NA,0.394077880643198
"24667","AL354733.2","ENSG00000231616.4",NA,0.432352084581013
"24670","ANKRD44-AS1","ENSG00000231621.1",NA,-3.01305615282545
"24671","SLC47A1P2","ENSG00000231625.4",NA,-2.27330274128762
"24672","AL133406.2","ENSG00000231628.1",NA,-0.208132426367616
"24673","AL592464.1","ENSG00000231630.1",NA,-1.55254102302878
"24674","LINC00283","ENSG00000231633.1",NA,-0.18503189383252
"24675","ATP5F1BP1","ENSG00000231635.1",NA,-2.26303440583379
"24676","AGBL5-AS1","ENSG00000231636.1",NA,1.32192809488736
"24677","LUARIS","ENSG00000231638.1",NA,-5.33985000288462
"24678","KRT17P6","ENSG00000231645.2",NA,-8.17592374206376
"24679","FSIP2-AS1","ENSG00000231646.1",NA,1.37522632104741
"24680","LINC01698","ENSG00000231648.1",NA,-3.90689059560852
"24681","RFESDP1","ENSG00000231650.1",NA,-1.87970576628229
"24682","DLG3-AS1","ENSG00000231651.1",NA,0.876270797876663
"24683","AL590428.1","ENSG00000231652.2",NA,-3.02523729149902
"24684","RPS6KA2-AS1","ENSG00000231654.1",NA,0.256339753259786
"24685","EMP2P1","ENSG00000231655.1",NA,-0.00279863335267372
"24687","AL357052.1","ENSG00000231662.1",NA,1.29496104728709
"24688","COA6-AS1","ENSG00000231663.1",NA,-0.876674006791273
"24689","OGFOD1P1","ENSG00000231665.1",NA,2.08569374839728
"24692","PPP2R2DP1","ENSG00000231668.2",NA,-3.26303440583379
"24693","LINC01307","ENSG00000231671.1",NA,-5.58496250072116
"24694","DIRC3","ENSG00000231672.2",NA,1.73869856139066
"24695","LINC00410","ENSG00000231674.1",NA,1.90689059560852
"24696","LINC02723","ENSG00000231680.1",NA,-2.13750352374994
"24698","AL033397.1","ENSG00000231683.2",NA,-3.99483829488422
"24699","EIF1P3","ENSG00000231684.2",NA,0.661519943518657
"24700","Z97180.1","ENSG00000231686.1",NA,-0.98555772671828
"24702","LINC01090","ENSG00000231689.1",NA,-0.748461233004035
"24703","LINC00574","ENSG00000231690.2",NA,1.56412899730399
"24704","AL592114.3","ENSG00000231691.1",NA,1.22918714792117
"24705","NANOGP5","ENSG00000231697.3",NA,-1.20163386116965
"24707","AL356276.2","ENSG00000231700.3",NA,-0.751135367302361
"24708","BMS1P13","ENSG00000231701.1",NA,0.0827404310079363
"24709","AL645608.3","ENSG00000231702.2",NA,-3.08876214854771
"24710","AL354993.1","ENSG00000231703.2",NA,0.222392421336448
"24711","AC004895.1","ENSG00000231704.1",NA,0.658110173454967
"24713","PABPC1P1","ENSG00000231707.4",NA,-0.172732012060916
"24714","LINC00899","ENSG00000231711.2",NA,-1.30269694051174
"24715","AF064860.2","ENSG00000231713.2",NA,2.04362693240026
"24717","COX6CP2","ENSG00000231715.1",NA,0.123988717275453
"24718","LINC02789","ENSG00000231718.1",NA,-4.96347412397489
"24719","AL353747.3","ENSG00000231720.1",NA,-5.45567948377619
"24720","LINC-PINT","ENSG00000231721.2",NA,-0.208526331788074
"24721","AC112907.1","ENSG00000231724.1",NA,-0.51096191927738
"24722","VN1R110P","ENSG00000231725.1",NA,-2.46739290433998
"24723","HMGN2P38","ENSG00000231726.2",NA,-2.44944753006467
"24724","TMSB15B-AS1","ENSG00000231728.2",NA,-1.07277460543816
"24726","AC010976.1","ENSG00000231731.3",NA,0.777080181457573
"24728","TSPAN19","ENSG00000231738.6",NA,-1.43812111239188
"24731","AL353743.3","ENSG00000231741.2",NA,0.781359713524659
"24732","LINC01273","ENSG00000231742.1",NA,-2.33628338786443
"24734","AC079922.1","ENSG00000231747.1",NA,0.266955326309705
"24735","AL596223.2","ENSG00000231748.1",NA,-2.89530262133331
"24736","ABCA9-AS1","ENSG00000231749.1",NA,0.528378972354788
"24738","EMBP1","ENSG00000231752.1",NA,-0.781018206826204
"24739","AL512380.1","ENSG00000231754.1",NA,-1.6109577092541
"24740","CHODL-AS1","ENSG00000231755.1",NA,-6.58496250072116
"24744","AL355312.2","ENSG00000231760.2",NA,0.448900951145128
"24746","DLX6-AS1","ENSG00000231764.4",NA,-5.54295782537273
"24747","PPP1R11P2","ENSG00000231765.1",NA,1.87992354800825
"24748","RPS27AP5","ENSG00000231767.2",NA,-0.059098110897756
"24749","LINC01354","ENSG00000231768.1",NA,-5.10948914758034
"24750","AL035701.1","ENSG00000231769.2",NA,0.106399126271628
"24751","TMEM44-AS1","ENSG00000231770.1",NA,0.00329063988226475
"24752","LINC01611","ENSG00000231776.1",NA,1.7922480296674
"24753","DBIL5P","ENSG00000231784.4",NA,-0.967331739029414
"24754","H2BP9","ENSG00000231787.4",NA,-2.37406571822254
"24755","PIK3CD-AS2","ENSG00000231789.2",NA,-3.63352905161283
"24756","DOC2GP","ENSG00000231793.4",NA,-0.401086587145348
"24757","AC009542.1","ENSG00000231794.3",NA,-0.83364161357788
"24758","ITCH-IT1","ENSG00000231795.1",NA,0.171593821802931
"24759","PA2G4P6","ENSG00000231799.2",NA,0.285981398480971
"24760","AC009502.1","ENSG00000231802.1",NA,-1.59165715329516
"24761","AL353748.1","ENSG00000231804.1",NA,0.482392767080609
"24762","PCAT7","ENSG00000231806.2",NA,-1.31876606912653
"24763","LINC01388","ENSG00000231808.1",NA,-1.32716474325351
"24764","AL159166.1","ENSG00000231811.2",NA,1.83212282720655
"24767","LINC01198","ENSG00000231817.3",NA,-8.25171909260596
"24769","SMC3P1","ENSG00000231822.1",NA,-0.134128613375455
"24771","LINC01819","ENSG00000231826.1",NA,-4.34253478442495
"24772","AL513523.4","ENSG00000231827.2",NA,1.87446911791614
"24773","AL157834.1","ENSG00000231829.2",NA,-0.0786098346963664
"24774","AC245140.1","ENSG00000231830.1",NA,2.06369467531739
"24775","MTHFD1P1","ENSG00000231831.1",NA,0.261341942026323
"24777","AC073342.1","ENSG00000231840.1",NA,-1.37226347558855
"24778","FAM192BP","ENSG00000231841.1",NA,0.314394422201955
"24779","HMGB3P14","ENSG00000231845.3",NA,0.17941645041961
"24780","KRTCAP2P1","ENSG00000231848.1",NA,0.79810588898011
"24782","MRPS9-AS1","ENSG00000231851.1",NA,-0.0417102518848373
"24783","CYP21A2","ENSG00000231852.2",NA,-2.46593065154444
"24784","AL162377.1","ENSG00000231856.1",NA,-0.487740693008488
"24785","AC067945.2","ENSG00000231858.1",NA,-0.971268281456685
"24787","OR5K2","ENSG00000231861.1",NA,-0.736965594166206
"24788","AL139393.1","ENSG00000231863.1",NA,1.98158796288612
"24789","AL807752.3","ENSG00000231864.2",NA,1.15050004772033
"24792","KRT17P3","ENSG00000231870.4",NA,-4.84799690655495
"24793","IPO9-AS1","ENSG00000231871.1",NA,-0.663434417053965
"24795","AL359885.1","ENSG00000231875.1",NA,1.39096973931701
"24796","AL359551.1","ENSG00000231877.1",NA,-2.26303440583379
"24797","SNRPFP1","ENSG00000231878.1",NA,0.398265398172942
"24798","KF459542.1","ENSG00000231880.1",NA,0.0345664909067531
"24799","AL109615.2","ENSG00000231881.1",NA,-2.22456025801916
"24800","F10-AS1","ENSG00000231882.1",NA,0.562936194391157
"24802","NDUFB1P1","ENSG00000231884.1",NA,2.62958791387424
"24803","PRH1","ENSG00000231887.2",NA,-3.94110631094643
"24804","MTND5P15","ENSG00000231888.1",NA,1.16177086969387
"24805","TRAF3IP2-AS1","ENSG00000231889.3",NA,-1.10360024201436
"24806","DARS-AS1","ENSG00000231890.3",NA,-0.682515703326124
"24807","AC073316.2","ENSG00000231892.1",NA,-3.58496250072116
"24808","AC019185.1","ENSG00000231896.1",NA,-2.72514015876942
